"Omniplex Downpatrick",54.3234118 , -5.714059099999986,https://www.rte.ie/entertainment/listings/cinema/venue-omniplex-downpatrick
"Omniplex Newry", 54.16867500000001, -6.340147000000002,https://www.rte.ie/entertainment/listings/cinema/venue-omniplex-newry
"Cineworld Dublin",53.3503541 , -6.267897800000014,https://www.rte.ie/entertainment/listings/cinema/venue-cineworld-dublin
"IFI Irish Film Institute",53.344646 ,-6.264867900000013,https://www.rte.ie/entertainment/listings/cinema/venue-ifi-irish-film-institute
"IMC Dun Laoghaoire",53.2934093 ,-6.13971319999996,https://www.rte.ie/entertainment/listings/cinema/venue-imc-dun-laoghaire 
"IMC Santry",53.39332460000001 ,-6.250413299999991,https://www.rte.ie/entertainment/listings/cinema/venue-imc-santry 
"IMC Savoy Cinema", 53.351441, -6.260238,https://www.rte.ie/entertainment/listings/cinema/venue-imc-savoy-cinema
"IMC Tallaght",53.2869531 ,-6.372666900000013,https://www.rte.ie/entertainment/listings/cinema/venue-imc-tallaght 
"Light House Cinema, Dublin",53.3487928 ,-6.279071400000021,https://www.rte.ie/entertainment/listings/cinema/venue-light-house-cinema-dublin
"Movies at Dundrum",53.28807570000001 ,-6.242228800000021,https://www.rte.ie/entertainment/listings/cinema/venue-movies-at-dundrum 
"Movies at Swords",53.45506 ,-6.219172999999955,https://www.rte.ie/entertainment/listings/cinema/venue-movies-at-swords 
"ODEON Blanchardstown",53.39247830000001 ,-6.391169300000001,https://www.rte.ie/entertainment/listings/cinema/venue-odeon-blanchardstown
"ODEON Charlestown",53.4043573 ,-6.3042242000000215,https://www.rte.ie/entertainment/listings/cinema/venue-odeon-charlestown
"ODEON Coolock",53.3912116 ,-6.19288830000005,https://www.rte.ie/entertainment/listings/cinema/venue-odeon-coolock 
"ODEON Point Square",53.348489 , -6.227728999999954,https://www.rte.ie/entertainment/listings/cinema/venue-odeon-point-square
"ODEON Stillorgan",53.2878885 ,-6.1982803999999305,https://www.rte.ie/entertainment/listings/cinema/venue-odeon-stillorgan 
"Omniplex Balbriggan",53.61031109999999 ,-6.183148899999992,https://www.rte.ie/entertainment/listings/cinema/venue-omniplex-balbriggan
"Omniplex Rathmines",53.3237813 ,-6.2652137999999695,https://www.rte.ie/entertainment/listings/cinema/venue-omniplex-rathmines
"The Stella Theatre Ranelagh",53.324195, -6.247637,https://www.rte.ie/entertainment/listings/cinema/venue-the-stella-theatre-ranelagh 
"The Stella Theatre Rathmines",53.32237379999999 ,-6.265858900000012,https://www.rte.ie/entertainment/listings/cinema/venue-the-stella-theatre-rathmines 
"Vue Liffey Valley",53.352457, -6.393136,https://www.rte.ie/entertainment/listings/cinema/venue-vue-liffey-valley  
"IMC Enniskillen",54.3519675 ,-7.634803099999999,https://www.rte.ie/entertainment/listings/cinema/venue-imc-enniskillen
"Eye Cinema, Galway",53.28120800000001 ,-9.03192260000003,https://www.rte.ie/entertainment/listings/cinema/venue-eye-cinema-galway 
"IMC Galway",53.2796514 ,-9.050758900000005,https://www.rte.ie/entertainment/listings/cinema/venue-imc-galway
